2024-05-28 14:04:38: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 10:39:29: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 10:47:42: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 10:51:41: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 10:53:49: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:18:25: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:19:36: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:49:46: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:51:34: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:52:24: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:52:47: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:57:19: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:06:40: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:09:54: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:13:49: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:28:01: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:34:23: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:41:39: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:51:09: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:55:14: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:57:18: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:58:05: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:59:35: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:00:08: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:00:39: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:18:31: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:20:24: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:20:51: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:25:00: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:26:26: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:27:29: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 14:26:49: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 14:44:51: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 15:40:32: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 15:41:31: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 15:51:12: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 15:52:21: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 16:05:00: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 16:19:04: Apellido: Robinson, Usuario: Tilda, Legajo: 4, Correo: trobinson@super.com, Clave: 12345678, Perfil: supervisor
2024-06-29 16:21:19: Apellido: Robinson, Usuario: Tilda, Legajo: 4, Correo: trobinson@super.com, Clave: 12345678, Perfil: supervisor
2024-06-29 16:22:47: Apellido: Gorgen, Usuario: Corey, Legajo: 1, Correo: cgorgen@vendedor.com, Clave: 123abc45, Perfil: vendedor
2024-06-30 01:21:33: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-30 01:24:18: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-30 01:27:08: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-30 01:31:47: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-30 01:33:07: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-30 01:34:05: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-30 01:44:35: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-30 15:01:35: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-30 15:12:16: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-30 15:13:27: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-30 15:14:51: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 18:54:36: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 18:57:55: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 18:58:36: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 18:59:32: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 19:00:11: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 19:12:11: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 19:35:30: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 19:41:54: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 19:46:10: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 19:54:31: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 20:02:33: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-07-01 20:08:48: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
