2024-05-28 14:04:38: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 10:39:29: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 10:47:42: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 10:51:41: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 10:53:49: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:18:25: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:19:36: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:49:46: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:51:34: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:52:24: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:52:47: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 11:57:19: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:06:40: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:09:54: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:13:49: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:28:01: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:34:23: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:41:39: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:51:09: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:55:14: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:57:18: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:58:05: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 12:59:35: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:00:08: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:00:39: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:18:31: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:20:24: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:20:51: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:25:00: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:26:26: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 13:27:29: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 14:26:49: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
2024-06-29 14:44:51: Apellido: Jordan, Usuario: Michael, Legajo: 5, Correo: admin@admin.com, Clave: 12345678, Perfil: administrador
